,x_0,x_1,y
0,0.721080047600026,-0.5876665611937986,1
1,0.09115627819285581,0.9354533576693257,-1
2,0.37474397260174436,1.0450977234396053,-1
3,-0.43580484119860513,0.7360163905628518,-1
4,0.43545758351616853,-0.4699781206906492,1
5,1.5877907370433402,-0.27561828090996615,1
6,-0.14397911463470695,1.0175686772785646,-1
7,1.4192697596183028,-0.36769996973915836,1
8,0.0613819085484743,0.29660035442314936,1
9,-0.2718569441179199,0.8793524929467785,-1
10,1.0360712116402224,-0.08481865015730625,-1
11,-1.0050888336844965,0.5971989066037799,-1
12,0.95871198227507,0.3276956055900312,-1
13,0.24693794244854972,0.8343401668934557,-1
14,1.3059998978183929,-0.5836353303410471,1
15,0.005113463681602253,0.3856905022560275,1
16,-0.13576454398375512,1.09677055740708,-1
17,0.5064757371129062,-0.23219014084939393,1
18,-0.3358747769105343,0.8497018666418868,-1
19,-1.07099195275654,0.1713426222299399,-1
20,0.22461942273851726,-0.08658113795572375,1
21,-0.08733636674297576,1.058754831897882,-1
22,1.2289815575943963,-0.3712353332067867,1
23,0.02369946326848975,0.8286599930983976,-1
24,-0.8564515942998578,0.3698520461611525,-1
25,0.4310636141578472,0.8926729842255138,-1
26,-1.0919100076533514,-0.06667096540754315,-1
27,1.810988261301307,0.03267354077734903,1
28,2.089025483800996,-0.00010713785078370064,1
29,0.2881940234192529,0.7665178523030076,-1
30,-0.9035613222202394,0.4473252653172448,-1
31,0.30659090463915484,-0.1362905798654177,1
32,-0.6923681652309426,0.469511573170646,-1
33,0.5762177060590339,-0.46287972826043733,1
34,-0.6127971753954654,0.723075366118371,-1
35,1.879735023764675,0.19504287584187596,1
36,-0.8202617181055173,0.6669832093357044,-1
37,0.5227905112406995,-0.3480209671761379,1
38,-1.1313205848870522,0.2707520064018243,-1
39,0.6803839931551829,-0.2901657274224043,1
40,1.8529591755563557,-0.13214142661277134,1
41,1.977345308267406,0.2710660898323782,1
42,0.6506202307191186,0.7960169176339743,-1
43,-0.4611418357297532,0.7247043914308471,-1
44,-0.34763885059165944,0.9118377299435152,-1
45,-0.91973917397909,0.5876399798110504,-1
46,1.1583999936553697,-0.5825521718049357,1
47,1.7405542835866945,0.022716776539692115,1
48,1.6434090459326476,-0.2742410838755217,1
49,0.8680433170819096,0.4048010905569268,-1
50,0.11614981520322087,0.14460643025232067,1
51,2.03999859117788,0.0069113304308440204,1
52,1.8253865401259914,-0.2605834874412972,1
53,-0.1768181728655151,0.8474949305683434,-1
54,0.2625083843951956,-0.10237952781495349,1
55,0.9352401563443509,0.4892013740973286,-1
56,1.5582112785444695,-0.36162843260623934,1
57,1.8652858841303623,0.5199144802494047,1
58,0.587306419246242,0.743628956383494,-1
59,-0.4988660539437275,1.0088911855930014,-1
60,-0.14065557369173262,0.47740313635886494,1
61,1.8478935162359869,-0.10251982185654801,1
62,0.33966201545550706,-0.22877118777519295,1
63,0.4523722897037249,-0.4830517434278899,1
64,0.9289774876629462,0.28596163813976144,-1
65,0.5038967833231713,0.8398480520911197,-1
66,0.8501256783961808,0.6068050861528319,-1
67,-1.0386651783189536,0.2485827063902051,-1
68,1.9126065369262364,-0.0980526331829443,1
69,1.1285539538502904,-0.583770455599833,1
70,1.3798230432158205,-0.5182892712072198,1
71,0.9280039251944472,-0.3651373625443557,1
72,0.6745994260735156,-0.5011136908072789,1
73,-0.8846320443179891,0.1416364348285366,-1
74,1.4594379383111147,-0.4232053036545649,1
75,1.679274568340508,-0.281073326656169,1
76,0.7174348242369986,0.7533049139088372,-1
77,0.995902102341683,-0.464691165848235,1
78,-0.4641841827940074,0.8883615004852938,-1
79,0.5905419911690523,-0.39265038486213083,1
80,-0.043960405999487764,0.3868121498352398,1
81,0.827436640889098,-0.47916022605806563,1
82,-1.0072398619973113,0.5176910655727711,-1
83,-0.8926511437528444,0.38136335908346153,-1
84,0.32267479943770977,-0.1906427822802849,1
85,-0.37644179095651936,1.0456850964312712,-1
86,0.870457432608744,-0.43851451311803036,1
87,0.00442336419648413,0.40357376914161,1
88,1.6384885903275084,-0.12204783504730662,1
89,1.1229875647379783,-0.007373255921407418,-1
90,0.9114809684509675,-0.35163030087913477,1
91,1.8375819438355987,-0.1304382853381331,1
92,1.517976236313136,-0.34431118716842546,1
93,0.3809451516283367,-0.31625230196188847,1
94,-0.6653920686340126,0.7932837002705467,-1
95,-0.3120861558960447,0.9646474205690555,-1
96,1.4234347389105548,-0.32428934786237806,1
97,0.9949223477736874,0.3695978194748128,-1
98,2.0367803676719083,0.40329963935481933,1
99,0.23190294937710992,1.0375837545009126,-1
100,-0.7361135432506809,0.42116520091566645,-1
101,0.3828134800267364,0.777102806631722,-1
102,0.9137481789746118,0.08504511705810822,-1
103,0.9713629247872373,0.1515273915346843,-1
104,-0.8597538908898109,0.2912828959244001,-1
105,0.3831714847199178,-0.26835100369391246,1
106,1.8413846851663074,0.2592790661589293,1
107,0.38176275894956524,0.6935147071159222,-1
108,-1.000911222753214,-0.13226573351773058,-1
109,-0.8464032004027149,0.21852560468011836,-1
110,0.7400408420137118,-0.5844515170031407,1
111,1.0851083962472587,-0.6366356480621088,1
112,0.9790298657983545,0.2906363520123032,-1
113,0.9044877228336137,-0.05673191198989688,-1
114,0.7496027043240843,0.6898771326422792,-1
115,0.9460349095936031,0.45208333413954016,-1
116,0.17699608053441637,-0.32031472141398276,1
117,-0.7975795600611748,0.5745054564932435,-1
118,0.5735465811842592,0.6706911290695036,-1
119,1.73322673353104,-0.05836772357967725,1
120,-0.9402674270795544,0.5287460783333279,-1
121,0.578568990604,-0.409646116766297,1
122,1.6626713223506953,-0.16740344069809893,1
123,0.7042785408755564,-0.43364142816015444,1
124,-0.5461992500508871,0.8233761324722287,-1
125,1.6729855974491128,-0.07792602577877178,1
126,0.4345632182613406,1.1029797765691804,-1
127,0.05490830722956583,0.2257387530987835,1
128,0.9068613387998893,-0.37770031253728,1
129,-1.166404334588173,0.30296358349559094,-1
130,-0.04948912150063555,0.29356684986443105,1
131,0.8054941449070268,0.25418729053983374,-1
132,-0.5976229725399942,0.8616902191058644,-1
133,-0.06157625802971753,0.5144685804140866,1
134,0.05156948362897077,1.0693740982628626,-1
135,0.9189312381232004,0.19082293739361456,-1
136,2.072414621772748,0.39092734611921176,1
137,0.508471548246364,0.6568965349272162,-1
138,2.071586047772474,0.2160840554836803,1
139,-0.05778874506036391,0.18154883568303376,1
140,-0.766308990049954,0.2321824516253107,-1
141,0.442653452564209,0.834446342912265,-1
142,0.9795839130612739,0.5269898172671412,-1
143,1.4171486801835753,-0.4632573922917511,1
144,0.8041156145169683,-0.6100454702852732,1
145,1.6486685566846504,-0.3246590916570052,1
146,0.6625471399943117,0.579247160060476,-1
147,-0.4557853374297975,1.0705291213357322,-1
148,-0.058494005317146394,0.3638464584111556,1
149,0.9815114016779753,-0.4699128913100771,1
150,1.0501017491433553,-0.26211838861454984,1
151,1.0284982116925478,-0.49259448876796563,1
152,1.3448875132408684,-0.4770680987519364,1
153,0.4296931902527865,0.7760165796895229,-1
154,-0.010750935125311382,0.2194199772809417,1
155,0.13908090941454226,0.09312262056224285,1
156,-0.8776105146459833,0.30926091396284433,-1
157,-0.42443232278799986,0.8049123805817682,-1
158,0.08774635988228371,0.956787710673334,-1
159,0.5479668584112531,0.9536253719117997,-1
160,1.8172022024434753,-0.3658206309509094,1
161,2.0739282101574514,0.3597197366261824,1
162,0.7349726791366291,0.7237055186078831,-1
163,0.30389377788583277,1.0197843363293304,-1
164,1.0562468561082934,0.2469936661781738,-1
165,1.0253167440272373,0.3176784585680418,-1
166,0.6941530932775449,0.7878253992307547,-1
167,0.8474567228521828,-0.510166768523119,1
168,-0.042838926994237615,0.37976435015835014,1
169,0.8832231562751253,-0.42597474229748167,1
170,-0.9479732196167682,0.688281043586303,-1
171,-0.2907503973592625,0.9686675167458368,-1
172,-0.22362469019499315,0.9465855984937326,-1
173,-0.6422309266475585,0.4993188722635221,-1
174,1.9170004037956236,0.2946458157836975,1
175,0.02413776179375514,0.9641865122666379,-1
176,-0.032482285582558175,1.0246711486897178,-1
177,1.076261519767527,-0.4199046156212345,1
178,0.4648578027728683,1.0913677169240976,-1
179,-0.5124083344277048,0.7112149902426217,-1
180,0.8370495386962117,0.6250182715030029,-1
181,1.9230342185427072,-0.1788972610932801,1
182,0.4860651904365939,0.8042781098189455,-1
183,1.7476478496359142,-0.38971156263683004,1
184,2.0458354521738795,0.3400873332641402,1
185,-0.4368181138905505,1.0431824879394478,-1
186,-0.10854413738759881,0.9202772955185401,-1
187,-0.04179662929855861,0.06525615279673,1
188,-0.9758818025167644,0.4225038455763044,-1
189,0.16188493669112683,0.002325920745520729,1
190,0.9647641094223459,0.42116091760635255,-1
191,0.025009694503610187,0.19688273701909498,1
192,0.007177836352865022,0.25199266863235575,1
193,-0.3615067693775274,0.8908571854544837,-1
194,-0.7161178966254288,0.6209887805026318,-1
195,0.7803189389474379,0.5094868014406986,-1
196,0.06462957842844354,0.9003455259178892,-1
197,0.2811449140638989,0.007500870496552228,1
198,0.17922374564428534,0.11572826023586621,1
199,0.015501713918906548,0.9073631347655686,-1
200,-0.5775164690330388,0.8416742239930044,-1
201,1.2932709986246642,-0.37097039330997916,1
202,0.16891808282000442,1.019334009553487,-1
203,0.2059354924978466,-0.26754425485037736,1
204,1.766762331838133,-0.16914592074566148,1
205,0.022488786931637764,0.2036988371196537,1
206,2.0303677781689755,0.11390159092739577,1
207,1.9093665631168533,-0.04090720148758077,1
208,-0.7177325047385588,0.28851137696839024,-1
209,0.8992212644682712,0.3612777354931261,-1
210,-0.8431056672183121,0.6609594955705301,-1
211,-0.8801276904773387,0.029376534513989944,-1
212,0.20517393496307704,-0.041246552211140194,1
213,-0.8416198060768459,-0.07695910409049062,-1
214,0.27457735662332067,0.8925017369375866,-1
215,-0.48578502235636234,0.7164937326465698,-1
216,0.4610250793811117,-0.16042135494035603,1
217,-0.8163825015136775,0.09235695309880035,-1
218,-0.7541138884203455,0.48890600286185887,-1
219,0.11064134822009145,0.8887161898791223,-1
220,1.006636013809112,0.0924628623648528,-1
221,2.0088993724319555,0.43603231365269135,1
222,0.5970319724952419,-0.3682593742112831,1
223,-1.0290560415667753,0.0454118230544765,-1
224,1.8671227428987627,0.4532398710833878,1
225,-0.07917310060050772,1.0609730528420818,-1
226,-0.8006969577792394,0.671281937352764,-1
227,1.328214136527215,-0.5734132846964612,1
228,0.376491335165463,-0.36965666788955215,1
229,0.5281198314743287,-0.2835100575322881,1
230,0.9566976271608545,0.5137403217328504,-1
231,0.4031731899820099,-0.0609639140307499,1
232,0.5123643154630069,-0.21843463412340314,1
233,1.9096640169542374,0.25055839334227853,1
234,1.8014771467929984,0.11999061121625663,1
235,1.638886357077761,-0.3392654694314627,1
236,-0.036624930066086095,0.144661335795765,1
237,1.2369890665972227,-0.43685508968999764,1
238,-0.8214183664503926,0.7003522481115839,-1
239,0.016774566267392294,1.1177961096587872,-1
